iter	Logloss
328	0.01899579207
329	0.01879161092
330	0.01875951725
331	0.01869243075
332	0.0186151886
333	0.01858476274
334	0.01850741046
335	0.01844850611
336	0.01834514175
337	0.01823847559
338	0.01820530563
339	0.01816982723
340	0.01813951141
341	0.01811460046
342	0.01810230467
343	0.01806855766
344	0.01797181422
345	0.01792513782
346	0.01785539973
347	0.01780486344
348	0.01779476106
349	0.01777793106
350	0.01773598955
351	0.01767857988
352	0.01763576045
353	0.01755688026
354	0.01751297575
355	0.01748568895
356	0.01742279764
357	0.0174193226
358	0.01737064028
359	0.0172930508
360	0.01726163443
361	0.01719641248
362	0.01715434914
363	0.01714251138
364	0.0170923409
365	0.01704717321
366	0.01699387844
367	0.01695908959
368	0.01689123088
369	0.01688771829
370	0.01679622823
371	0.01678873058
372	0.01667797395
373	0.01667543665
374	0.01664483828
375	0.01656816744
376	0.01648964565
377	0.01646591217
378	0.01638103741
379	0.01631924212
380	0.01627721736
381	0.01625221208
382	0.01623339212
383	0.01618318672
384	0.016050553
385	0.0160025376
386	0.01599469155
387	0.01597135018
388	0.01595439017
389	0.01593322059
390	0.01588496702
391	0.01584219286
392	0.01581843238
393	0.01579778925
394	0.01573010854
395	0.01568790389
396	0.01565570412
397	0.01561685771
398	0.0155555241
399	0.01551867904
400	0.01549908246
401	0.01547856552
402	0.0154614397
403	0.01544182379
404	0.01540774623
405	0.01523205232
406	0.01519297886
407	0.01514754008
408	0.01509292276
409	0.0150400582
410	0.01498952313
411	0.01498563799
412	0.01498381013
413	0.01494909228
414	0.0148851957
415	0.01488517747
416	0.014883217
417	0.01486373553
418	0.01480310969
419	0.01475132698
420	0.01472536671
421	0.01469543097
422	0.01468970734
423	0.01465205318
424	0.01463938383
425	0.01463177932
426	0.0146047704
427	0.01456750805
428	0.01452411899
429	0.01446832801
430	0.01446486193
431	0.01438296136
432	0.01430079568
433	0.01429756474
434	0.01424023445
435	0.01419371734
436	0.01417231206
437	0.01412265604
438	0.01410894199
439	0.01408652817
440	0.01403841326
441	0.01398830006
442	0.01393107994
443	0.01387822729
444	0.01384506727
445	0.01381973023
446	0.01377320607
447	0.01370722783
448	0.01370720743
449	0.01367741401
450	0.01361125137
451	0.0136044658
452	0.01359134411
453	0.01357084776
454	0.01352566203
455	0.01350245412
456	0.01346996541
457	0.01343834425
458	0.01339518625
459	0.01337402048
460	0.01336335088
461	0.01336331138
462	0.01335987051
463	0.01329986475
464	0.01327950169
465	0.01326662918
466	0.01321062108
467	0.01316656735
468	0.01314049101
469	0.01310718894
470	0.01309170601
471	0.01307335504
472	0.01304556485
473	0.01300152188
474	0.01299522455
475	0.01298931253
476	0.01297962032
477	0.01290525235
478	0.01289534993
479	0.01288244771
480	0.01286513827
481	0.01283453866
482	0.0128036447
483	0.01277272503
484	0.01273992741
485	0.01270265589
486	0.0126696206
487	0.01263447678
488	0.01260521883
489	0.01259631839
490	0.0125751089
491	0.01254700714
492	0.01252284458
493	0.01250654878
494	0.01247352584
495	0.01246841243
496	0.01246073887
497	0.01243567712
498	0.01241282452
499	0.01239560078
500	0.01233768021
501	0.01231069382
502	0.01228912756
503	0.01228165534
504	0.01225603113
505	0.01224727245
506	0.01221885086
507	0.01217647301
508	0.01215612211
509	0.01215611288
510	0.01215494626
511	0.01213324174
512	0.01209000631
513	0.01207183933
514	0.01200774926
515	0.01196881451
516	0.01196073156
517	0.01192304273
518	0.01189758625
519	0.01185520522
520	0.01183588117
521	0.01182251946
522	0.01179231367
523	0.01176546959
524	0.0117311771
525	0.01170252787
526	0.01167645656
527	0.01166596169
528	0.01165132571
529	0.01163192013
530	0.01161467764
531	0.01155095237
532	0.01152701389
533	0.01150811669
534	0.01147797998
535	0.01140137471
536	0.01134028947
537	0.01131790947
538	0.01131783793
539	0.01131735326
540	0.01129521052
541	0.01129062243
542	0.01128516732
543	0.01125807564
544	0.01122347926
545	0.01119891233
546	0.01117496267
547	0.01114957684
548	0.01112719046
549	0.0111047235
550	0.01108037578
551	0.01106012376
552	0.01101037057
553	0.01098266302
554	0.01095045851
555	0.01091902524
556	0.01088988969
557	0.01086193225
558	0.01083566756
559	0.01079988985
560	0.01079330462
561	0.01077178458
562	0.01073910315
563	0.01069733248
564	0.01067597757
565	0.01064406654
566	0.0106266082
567	0.01060580688
568	0.01060488301
569	0.01057682414
570	0.01054880156
571	0.01053170192
572	0.01051508241
573	0.01051507698
574	0.01050224221
575	0.01048118396
576	0.01046148296
577	0.0104614503
578	0.01045341094
579	0.01044659696
580	0.01044659452
581	0.01042487097
582	0.01042219596
583	0.01042218046
584	0.01042217284
585	0.01040340792
586	0.01040338261
587	0.01040334616
588	0.01040236514
589	0.01039213853
590	0.01037372908
591	0.01036612296
592	0.01035177448
593	0.01028931343
594	0.01024816117
595	0.01022934464
596	0.01019615253
597	0.01018178639
598	0.01016431774
599	0.01016240957
600	0.01013437461
601	0.01013134869
602	0.01005218448
603	0.01003172387
604	0.01001846816
605	0.01001846435
606	0.00998708974
607	0.009979298679
608	0.00996213221
609	0.009953381288
610	0.009918494811
611	0.009917487409
612	0.009913176342
613	0.00988778139
614	0.009856101624
615	0.009834872773
616	0.00981851235
617	0.00979150043
618	0.009791498789
619	0.009791497156
620	0.009703118969
621	0.009669570663
622	0.009656782332
623	0.009644528468
624	0.009644503968
625	0.009638688314
626	0.009606295983
627	0.009596543913
628	0.009585532388
629	0.009551402331
630	0.009520869451
631	0.00952077068
632	0.009520716251
633	0.009506138925
634	0.009471559237
635	0.009464810203
636	0.0094377623
637	0.009396726972
638	0.009393813096
639	0.009371791214
640	0.009347063075
641	0.009336966609
642	0.009318321214
643	0.009308854696
644	0.009308803458
645	0.009290982806
646	0.009290945261
647	0.009290923771
648	0.00927082893
649	0.009254095672
650	0.009236520314
651	0.00922961386
652	0.009192990784
653	0.009172295178
654	0.00916067607
655	0.00916067607
656	0.009160674174
657	0.009154644023
658	0.009129620138
659	0.009110840685
660	0.00909573409
661	0.009080784353
662	0.009063000547
663	0.009037755481
664	0.009010204622
665	0.008988590013
666	0.008961497871
667	0.008955429724
668	0.008950656062
669	0.008896682744
670	0.008896684122
671	0.008883910543
672	0.008864091561
673	0.008858260204
674	0.008838192687
675	0.008820738417
676	0.008789493953
677	0.008789489599
678	0.008776947419
679	0.008756431677
680	0.008743607842
681	0.008727423072
682	0.008707484053
683	0.008694669144
684	0.008667797287
685	0.008667797287
686	0.008653628028
687	0.008629295343
688	0.008628372368
689	0.008614626999
690	0.008588257869
691	0.008582393997
692	0.008555938091
693	0.00853572209
694	0.008496183283
695	0.008481993187
696	0.008465688422
697	0.008450660419
698	0.008439043398
699	0.008426780412
700	0.008409770682
701	0.00839957377
702	0.008378302974
703	0.00835366823
704	0.008341347029
705	0.008329796744
706	0.008321348192
707	0.008307881717
708	0.008290229003
709	0.008282413332
710	0.008277795708
711	0.008269443451
712	0.008269410917
713	0.008267470774
714	0.008263436287
715	0.008254786761
716	0.008243723706
717	0.008222624808
718	0.008202653172
719	0.008176639399
720	0.008176630555
721	0.008176635709
722	0.008176623752
723	0.008176615044
724	0.008176610562
725	0.008166533625
726	0.008123746155
727	0.008123745331
728	0.008112787148
729	0.008100937945
730	0.008081731041
731	0.008060912784
732	0.008050810311
733	0.008037759846
734	0.008023577922
735	0.008012432971
736	0.008012122464
737	0.008002685066
738	0.007990361415
739	0.007989791978
740	0.007989796612
741	0.007989794155
742	0.007989780693
743	0.007976536922
744	0.007964706518
745	0.007964672629
746	0.007962295723
747	0.007947258441
748	0.007947249061
749	0.007947050815
750	0.007947006458
751	0.007924252131
752	0.00790665917
753	0.007884468761
754	0.00788057643
755	0.00787223131
756	0.007859225486
757	0.007841835341
758	0.007822173445
759	0.007822151683
760	0.007822120125
761	0.007812366243
762	0.007800902153
763	0.007800885426
764	0.007800889908
765	0.007800880545
766	0.007800875366
767	0.007800408946
768	0.00780034961
769	0.00780034961
770	0.00780034961
771	0.00780034961
772	0.00780034961
773	0.007800347697
774	0.007799892281
775	0.007756696892
776	0.00773125555
777	0.007714018924
778	0.007702075658
779	0.007691080899
780	0.007691080899
781	0.007691081996
782	0.007691081052
783	0.007691080363
784	0.007691078458
785	0.007671056228
786	0.007671035938
787	0.007656437353
788	0.00765644222
789	0.007656053759
790	0.007638621761
791	0.007638621761
792	0.007638620128
793	0.007630325628
794	0.007617995765
795	0.007598285367
796	0.007595530491
797	0.007575757044
798	0.007569085695
799	0.007569086519
800	0.007562593805
801	0.007540328566
802	0.007540310622
803	0.007540304737
804	0.007540304737
805	0.007540304737
806	0.007528297696
807	0.007480373231
808	0.007476099699
809	0.007454989717
810	0.007443035889
811	0.007443034529
812	0.007435661376
813	0.007411979695
814	0.007411977926
815	0.007411976175
816	0.007411976175
817	0.007404582451
818	0.00740457728
819	0.007398282198
820	0.007398240282
821	0.007398239746
822	0.007398229932
823	0.007386288844
824	0.00738628436
825	0.007372604944
826	0.007364982823
827	0.00735826131
828	0.007347821624
829	0.007334162912
830	0.007331646888
831	0.007320424223
832	0.007320039932
833	0.007314555919
834	0.007314181824
835	0.007314166075
836	0.007314133541
837	0.007301020871
838	0.007301018132
839	0.007301017996
840	0.007301010773
841	0.007300994879
842	0.007300988204
843	0.007300981137
844	0.007283244909
845	0.007277591103
846	0.007277582676
847	0.007277574112
848	0.007277575447
849	0.007277478323
850	0.007277479003
851	0.007267263028
852	0.007251976682
853	0.0072519809
854	0.007251972056
855	0.007251958974
856	0.007251954909
857	0.007251959526
858	0.007251938028
859	0.007241490948
860	0.00722163959
861	0.007216043048
862	0.007204401537
863	0.007154194525
864	0.007154183096
865	0.007154161198
866	0.007154155744
867	0.007154157257
868	0.007129494053
869	0.007110818898
870	0.007110784185
871	0.007110777373
872	0.007110779023
873	0.007110770459
874	0.007102480298
875	0.007102411577
876	0.007102359176
877	0.007102193832
878	0.007102175064
879	0.007097272631
880	0.007097243912
881	0.007097247722
882	0.007097247722
883	0.007097244593
884	0.007097240783
885	0.007085249208
886	0.007085240236
887	0.007085227157
888	0.007085224988
889	0.007079328515
890	0.007079317503
891	0.007072065459
892	0.007065380347
893	0.007065369734
894	0.007065358985
895	0.007065347029
896	0.007063033356
897	0.007062989271
898	0.007062941649
899	0.007062884519
900	0.007062887793
901	0.007062876899
902	0.007049990462
903	0.007018890087
904	0.00701874407
905	0.007018738475
906	0.007018723652
907	0.007018724188
908	0.007018728026
909	0.007008818566
910	0.006993996816
911	0.00699398048
912	0.006993974893
913	0.006993967554
914	0.006993961975
915	0.006993961159
916	0.006993941855
917	0.006993921683
918	0.006993921683
919	0.006993913672
920	0.006993913672
921	0.006993906317
922	0.006993894343
923	0.006993879231
924	0.006993883041
925	0.006993883041
926	0.006993883041
927	0.006993744528
928	0.006993715146
929	0.006991314315
930	0.006991314315
931	0.006991302206
932	0.006991290768
933	0.006991291202
934	0.006966878642
935	0.006957133716
936	0.006946466437
937	0.006935890589
938	0.006928929213
939	0.006928929213
940	0.006928928932
941	0.006928923898
942	0.006928923081
943	0.006920668685
944	0.006913809619
945	0.00690605115
946	0.006906053463
947	0.006906023801
948	0.006902069095
949	0.006892455753
950	0.006892445412
951	0.006892314501
952	0.006892314501
953	0.006892314374
954	0.006892314782
955	0.006886271656
956	0.006886271656
957	0.006886268529
958	0.006885397976
959	0.00688535407
960	0.006885350107
961	0.006885350643
962	0.006882634253
963	0.006882625545
964	0.006882625545
965	0.006882625545
966	0.006882612083
967	0.006882612483
968	0.006882602822
969	0.006882596155
970	0.006882581741
971	0.006878655979
972	0.006878655979
973	0.006878657178
974	0.00687865256
975	0.006870536693
976	0.006855408641
977	0.006838160087
978	0.006838160087
979	0.006825205915
980	0.006813653525
981	0.006788059874
982	0.006788058377
983	0.006776868218
984	0.006754804314
985	0.006750700392
986	0.006745128822
987	0.006745132062
988	0.006745129222
989	0.006728253119
990	0.006728243042
991	0.006728242914
992	0.0067023234
993	0.006693652394
994	0.006693648457
995	0.006693640021
996	0.006687608633
997	0.006687575305
998	0.006656559474
999	0.006656537157
